headers,moves,lichess_id,white_elo,black_elo,ECO,opening_name,event,player_color,score
"{'_tag_roster': {'Event': 'Rated Blitz game', 'Site': 'https://lichess.org/MfJLhKRm', 'Date': '2021.05.03', 'Round': '?', 'White': 'Tugrulkara', 'Black': 'Apendra', 'Result': '1/2-1/2'}, '_others': {'UTCDate': '2021.05.03', 'UTCTime': '11:42:06', 'WhiteElo': '1550', 'BlackElo': '1508', 'WhiteRatingDiff': '+0', 'BlackRatingDiff': '+2', 'Variant': 'Standard', 'TimeControl': '180+2', 'ECO': 'C24', 'Opening': ""Bishop's Opening: Berlin Defense"", 'Termination': 'Normal'}}","['e2e4', 'e7e5', 'f1c4', 'g8f6', 'd2d3', 'b8c6', 'c2c3', 'f8c5', 'f2f4', 'd7d6', 'g1f3', 'e8g8', 'f4f5', 'a7a6', 'c1g5', 'b7b5', 'c4b3', 'c8b7', 'b1d2', 'h7h6', 'g5h4', 'c6b8', 'd3d4', 'c5b6', 'e1g1', 'd6d5', 'b3d5', 'b7d5', 'e4d5', 'd8d5']",https://lichess.org/MfJLhKRm,1550.0,1508.0,C24,Bishop's Opening: Berlin Defense,Rated Blitz game,Black,0.5
"{'_tag_roster': {'Event': 'Rated Rapid game', 'Site': 'https://lichess.org/oAQDNwSm', 'Date': '2021.05.03', 'Round': '?', 'White': 'Apendra', 'Black': 'CREADOR_DE_JA_GUE', 'Result': '1-0'}, '_others': {'UTCDate': '2021.05.03', 'UTCTime': '11:14:41', 'WhiteElo': '1845', 'BlackElo': '1711', 'WhiteRatingDiff': '+8', 'BlackRatingDiff': '-3', 'Variant': 'Standard', 'TimeControl': '600+0', 'ECO': 'C50', 'Opening': 'Italian Game: Giuoco Pianissimo, Canal Variation', 'Termination': 'Normal'}}","['e2e4', 'e7e5', 'g1f3', 'g8f6', 'b1c3', 'f8c5', 'f1c4', 'b8c6', 'd2d3', 'd7d6', 'c1g5', 'h7h6', 'g5h4', 'c6d4', 'h2h3', 'd4f3', 'd1f3', 'a7a6', 'c3d5', 'c7c6', 'd5f6', 'g7f6', 'h4f6', 'd8a5', 'c2c3', 'h8f8', 'f6g7', 'd6d5', 'e4d5', 'f8g8']",https://lichess.org/oAQDNwSm,1845.0,1711.0,C50,"Italian Game: Giuoco Pianissimo, Canal Variation",Rated Rapid game,White,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/Jfs83fd8', 'Date': '2021.05.03', 'Round': '?', 'White': 'melisa7b', 'Black': 'Apendra', 'Result': '1-0'}, '_others': {'UTCDate': '2021.05.03', 'UTCTime': '11:08:15', 'WhiteElo': '1472', 'BlackElo': '1443', 'WhiteRatingDiff': '+6', 'BlackRatingDiff': '-7', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C47', 'Opening': 'Four Knights Game: Scotch Variation Accepted', 'Termination': 'Normal'}}","['e2e4', 'e7e5', 'b1c3', 'g8f6', 'g1f3', 'b8c6', 'd2d4', 'e5d4', 'f3d4', 'c6d4', 'd1d4', 'd7d6', 'e4e5', 'd6e5', 'd4d8', 'e8d8', 'f1d3', 'f8b4', 'c1d2', 'd8e7', 'e1c1', 'h8d8', 'd3c4', 'c8f5', 'a2a3', 'b4c3', 'd2c3', 'd8d1', 'h1d1', 'f5e4']",https://lichess.org/Jfs83fd8,1472.0,1443.0,C47,Four Knights Game: Scotch Variation Accepted,Rated Bullet game,Black,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/0dzEdkIZ', 'Date': '2021.05.03', 'Round': '?', 'White': 'Apendra', 'Black': 'seabowl', 'Result': '0-1'}, '_others': {'UTCDate': '2021.05.03', 'UTCTime': '11:06:02', 'WhiteElo': '1451', 'BlackElo': '1443', 'WhiteRatingDiff': '-8', 'BlackRatingDiff': '+9', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'B10', 'Opening': 'Caro-Kann Defense', 'Termination': 'Time forfeit'}}","['e2e4', 'c7c6', 'g1f3', 'd7d5', 'e4d5', 'c6d5', 'd2d4', 'g8f6', 'b1c3', 'c8f5', 'f1b5', 'b8c6', 'e1g1', 'e7e6', 'c1g5', 'h7h6', 'g5f6', 'd8f6', 'f3e5', 'f6g5', 'e5c6', 'b7c6', 'b5c6', 'e8e7', 'c6a8', 'f5h3', 'g2g3', 'h3g4', 'c3e2', 'g4f3']",https://lichess.org/0dzEdkIZ,1451.0,1443.0,B10,Caro-Kann Defense,Rated Bullet game,White,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/lM5Oj0ma', 'Date': '2021.05.03', 'Round': '?', 'White': 'taimo', 'Black': 'Apendra', 'Result': '1-0'}, '_others': {'UTCDate': '2021.05.03', 'UTCTime': '11:03:53', 'WhiteElo': '1476', 'BlackElo': '1459', 'WhiteRatingDiff': '+6', 'BlackRatingDiff': '-8', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C47', 'Opening': 'Four Knights Game', 'Termination': 'Time forfeit'}}","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'b1c3', 'g8f6', 'c3d5', 'd7d6', 'd5f6', 'd8f6', 'd2d3', 'c8g4', 'c1g5', 'g4f3', 'g5f6', 'f3d1', 'f6g7', 'f8g7', 'a1d1', 'c6d4', 'd1d2', 'g7h6', 'c2c3', 'h6d2', 'e1d2', 'd4e6', 'f1e2', 'e8c8', 'd3d4', 'e5d4']",https://lichess.org/lM5Oj0ma,1476.0,1459.0,C47,Four Knights Game,Rated Bullet game,Black,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/i0rZEYvu', 'Date': '2021.05.03', 'Round': '?', 'White': 'Apendra', 'Black': 'anthonyht', 'Result': '1-0'}, '_others': {'UTCDate': '2021.05.03', 'UTCTime': '11:00:35', 'WhiteElo': '1449', 'BlackElo': '1520', 'WhiteRatingDiff': '+10', 'BlackRatingDiff': '-6', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'A06', 'Opening': 'Zukertort Opening: Tennison Gambit', 'Termination': 'Normal'}}","['e2e4', 'd7d5', 'g1f3', 'd5e4', 'f3g1', 'f7f5', 'd1h5', 'g7g6', 'h5e2', 'g8f6', 'd2d3', 'f8g7', 'd3e4', 'f6e4', 'f2f3', 'e4f6', 'b1c3', 'e8g8', 'c1d2', 'f8e8', 'e1c1', 'c8d7', 'd2g5', 'd8c8', 'e2f2', 'e8d8', 'g1e2', 'g8f7', 'f2h4', 'd7e6']",https://lichess.org/i0rZEYvu,1449.0,1520.0,A06,Zukertort Opening: Tennison Gambit,Rated Bullet game,White,1.0
"{'_tag_roster': {'Event': 'Rated Rapid game', 'Site': 'https://lichess.org/jlshDdeF', 'Date': '2021.05.03', 'Round': '?', 'White': 'rashido', 'Black': 'Apendra', 'Result': '0-1'}, '_others': {'UTCDate': '2021.05.03', 'UTCTime': '10:37:00', 'WhiteElo': '1901', 'BlackElo': '1829', 'WhiteRatingDiff': '-6', 'BlackRatingDiff': '+16', 'Variant': 'Standard', 'TimeControl': '600+0', 'ECO': 'C47', 'Opening': 'Four Knights Game: Italian Variation', 'Termination': 'Normal'}}","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'b1c3', 'g8f6', 'f1c4', 'h7h6', 'a2a3', 'f8c5', 'e1g1', 'd7d6', 'c3a4', 'f6e4', 'd2d3', 'e4f2', 'f1f2', 'c5f2', 'g1f2', 'd8f6', 'f2g1', 'c8g4', 'd1f1', 'g4f3', 'f1f3', 'f6f3', 'g2f3', 'c6d4', 'c4b3', 'd4f3']",https://lichess.org/jlshDdeF,1901.0,1829.0,C47,Four Knights Game: Italian Variation,Rated Rapid game,Black,1.0
"{'_tag_roster': {'Event': 'Rated Rapid game', 'Site': 'https://lichess.org/qyNCid2X', 'Date': '2021.05.03', 'Round': '?', 'White': 'Apendra', 'Black': 'DrstinMky', 'Result': '1-0'}, '_others': {'UTCDate': '2021.05.03', 'UTCTime': '08:50:30', 'WhiteElo': '1815', 'BlackElo': '1835', 'WhiteRatingDiff': '+14', 'BlackRatingDiff': '-6', 'Variant': 'Standard', 'TimeControl': '600+0', 'ECO': 'C40', 'Opening': ""King's Pawn Game: Busch-Gass Gambit"", 'Termination': 'Normal'}}","['e2e4', 'e7e5', 'g1f3', 'f8c5', 'b1c3', 'd7d6', 'f1c4', 'h7h6', 'h2h3', 'b8c6', 'd2d3', 'g8f6', 'c1e3', 'c5e3', 'f2e3', 'c8d7', 'e1g1', 'd8c8', 'c3d5', 'f6d5', 'c4d5', 'c6a5', 'f3h4', 'c7c6', 'd5f7', 'e8d8', 'h4g6', 'd7h3', 'd1h5', 'h3g4']",https://lichess.org/qyNCid2X,1815.0,1835.0,C40,King's Pawn Game: Busch-Gass Gambit,Rated Rapid game,White,1.0
"{'_tag_roster': {'Event': 'Rated Rapid game', 'Site': 'https://lichess.org/dfSWyEUN', 'Date': '2021.05.03', 'Round': '?', 'White': 'Apendra', 'Black': 'SERVLAD1', 'Result': '0-1'}, '_others': {'UTCDate': '2021.05.03', 'UTCTime': '08:34:24', 'WhiteElo': '1828', 'BlackElo': '1817', 'WhiteRatingDiff': '-13', 'BlackRatingDiff': '+6', 'Variant': 'Standard', 'TimeControl': '600+0', 'ECO': 'C46', 'Opening': 'Three Knights Opening', 'Termination': 'Normal'}}","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'b1c3', 'f8c5', 'f1c4', 'd7d6', 'h2h3', 'g8f6', 'd2d3', 'h7h6', 'e1g1', 'e8g8', 'c1e3', 'c6d4', 'c3e2', 'd4f3', 'g2f3', 'c8h3', 'f1e1', 'f6h5', 'e2g3', 'c5e3', 'e1e3', 'd8g5', 'g1h2', 'h5g3', 'f2g3', 'g5e3']",https://lichess.org/dfSWyEUN,1828.0,1817.0,C46,Three Knights Opening,Rated Rapid game,White,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/Th8KD11i', 'Date': '2021.04.29', 'Round': '?', 'White': 'Tomsti', 'Black': 'Apendra', 'Result': '1-0'}, '_others': {'UTCDate': '2021.04.29', 'UTCTime': '11:13:30', 'WhiteElo': '1465', 'BlackElo': '1457', 'WhiteRatingDiff': '+5', 'BlackRatingDiff': '-8', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'D06', 'Opening': ""Queen's Gambit Declined: Marshall Defense"", 'Termination': 'Time forfeit'}}","['d2d4', 'd7d5', 'c2c4', 'g8f6', 'e2e3', 'c8f5', 'b1c3', 'e7e6', 'g1f3', 'b8c6', 'a2a3', 'd5c4', 'f1c4', 'f8d6', 'd1a4', 'a7a6', 'a4b3', 'b7b5', 'c4e2', 'e8g8', 'c1d2', 'f6e4', 'e1c1', 'e4d2', 'd1d2', 'a8b8', 'h2h3', 'a6a5', 'g2g4', 'a5a4']",https://lichess.org/Th8KD11i,1465.0,1457.0,D06,Queen's Gambit Declined: Marshall Defense,Rated Bullet game,Black,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/GTAkYLX8', 'Date': '2021.04.29', 'Round': '?', 'White': 'Apendra', 'Black': 'fyb54', 'Result': '0-1'}, '_others': {'UTCDate': '2021.04.29', 'UTCTime': '10:49:14', 'WhiteElo': '1467', 'BlackElo': '1443', 'WhiteRatingDiff': '-10', 'BlackRatingDiff': '+7', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C50', 'Opening': 'Italian Game', 'Termination': 'Time forfeit'}}","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'c6b4', 'b1c3', 'b4c6', 'd2d3', 'f7f6', 'e1g1', 'f8c5', 'c1e3', 'c5e3', 'f2e3', 'g8h6', 'h2h3', 'g7g5', 'd1d2', 'd7d6', 'd3d4', 'c8h3', 'g2h3', 'd8d7', 'g1h2', 'g5g4', 'h3g4', 'h6g4', 'h2h1', 'e8c8']",https://lichess.org/GTAkYLX8,1467.0,1443.0,C50,Italian Game,Rated Bullet game,White,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/o4OIPess', 'Date': '2021.04.29', 'Round': '?', 'White': 'mustecebli', 'Black': 'Apendra', 'Result': '1-0'}, '_others': {'UTCDate': '2021.04.29', 'UTCTime': '10:47:18', 'WhiteElo': '1493', 'BlackElo': '1475', 'WhiteRatingDiff': '+5', 'BlackRatingDiff': '-8', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'D43', 'Opening': 'Semi-Slav Defense', 'Termination': 'Time forfeit'}}","['d2d4', 'd7d5', 'c2c4', 'g8f6', 'b1c3', 'c7c6', 'g1f3', 'e7e6', 'e2e4', 'd5e4', 'f3e5', 'f8b4', 'c1g5', 'b4c3', 'b2c3', 'h7h6', 'g5h4', 'b8d7', 'f2f4', 'g7g5', 'f4g5', 'h6g5', 'h4g5', 'h8g8', 'h2h4', 'd8e7', 'c4c5', 'b7b6', 'd1e2', 'c8b7']",https://lichess.org/o4OIPess,1493.0,1475.0,D43,Semi-Slav Defense,Rated Bullet game,Black,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/EmJnMoS9', 'Date': '2021.04.29', 'Round': '?', 'White': 'Apendra', 'Black': 'm31k0r', 'Result': '1-0'}, '_others': {'UTCDate': '2021.04.29', 'UTCTime': '09:50:23', 'WhiteElo': '1466', 'BlackElo': '1464', 'WhiteRatingDiff': '+9', 'BlackRatingDiff': '-6', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C00', 'Opening': 'French Defense: Knight Variation', 'Termination': 'Normal'}}","['e2e4', 'e7e6', 'g1f3', 'd7d5', 'e4d5', 'e6d5', 'd2d4', 'g8f6', 'c1g5', 'f8e7', 'f1b5', 'c7c6', 'b5a4', 'h7h6', 'g5f6', 'e7f6', 'e1g1', 'e8g8', 'c2c3', 'f8e8', 'b1a3', 'b8d7', 'a3c2', 'd7b6', 'a4b3', 'c8f5', 'c2e3', 'f5g6', 'e3g4', 'f6e7']",https://lichess.org/EmJnMoS9,1466.0,1464.0,C00,French Defense: Knight Variation,Rated Bullet game,White,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/EdGc5yqA', 'Date': '2021.04.29', 'Round': '?', 'White': 'm31k0r', 'Black': 'Apendra', 'Result': '1-0'}, '_others': {'UTCDate': '2021.04.29', 'UTCTime': '09:48:26', 'WhiteElo': '1458', 'BlackElo': '1476', 'WhiteRatingDiff': '+6', 'BlackRatingDiff': '-10', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'D06', 'Opening': ""Queen's Gambit Declined: Marshall Defense"", 'Termination': 'Time forfeit'}}","['d2d4', 'd7d5', 'c2c4', 'g8f6', 'g2g3', 'b8c6', 'f1g2', 'c6d4', 'g1f3', 'd4f3', 'g2f3', 'e7e6', 'e1g1', 'd5c4', 'b1d2', 'b7b5', 'f3a8', 'c8d7', 'a8g2', 'f8c5', 'a2a4', 'b5a4', 'd2c4', 'e8g8', 'c1f4', 'd7b5', 'd1c2', 'd8d4', 'f4e3', 'd4c4']",https://lichess.org/EdGc5yqA,1458.0,1476.0,D06,Queen's Gambit Declined: Marshall Defense,Rated Bullet game,Black,0.0
"{'_tag_roster': {'Event': 'Rated Blitz game', 'Site': 'https://lichess.org/uS0vO1qM', 'Date': '2021.04.29', 'Round': '?', 'White': 'Berkconfidence', 'Black': 'Apendra', 'Result': '0-1'}, '_others': {'UTCDate': '2021.04.29', 'UTCTime': '09:39:14', 'WhiteElo': '1482', 'BlackElo': '1496', 'WhiteRatingDiff': '-17', 'BlackRatingDiff': '+12', 'Variant': 'Standard', 'TimeControl': '180+2', 'ECO': 'C50', 'Opening': 'Four Knights Game: Italian Variation', 'Termination': 'Normal'}}","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'b1c3', 'g8f6', 'f1c4', 'f8c5', 'h2h3', 'h7h6', 'd2d3', 'e8g8', 'e1g1', 'd7d6', 'd1e2', 'c8e6', 'c4e6', 'f7e6', 'c1e3', 'c6d4', 'f3d4', 'c5d4', 'e3d4', 'e5d4', 'c3b5', 'e6e5', 'c2c3', 'a7a6', 'b5a3', 'd4c3']",https://lichess.org/uS0vO1qM,1482.0,1496.0,C50,Four Knights Game: Italian Variation,Rated Blitz game,Black,1.0
"{'_tag_roster': {'Event': 'Rated Rapid game', 'Site': 'https://lichess.org/ItwoYUJQ', 'Date': '2021.04.29', 'Round': '?', 'White': 'Apendra', 'Black': 'crogan', 'Result': '0-1'}, '_others': {'UTCDate': '2021.04.29', 'UTCTime': '08:28:30', 'WhiteElo': '1840', 'BlackElo': '1880', 'WhiteRatingDiff': '-12', 'BlackRatingDiff': '+6', 'Variant': 'Standard', 'TimeControl': '600+0', 'ECO': 'C41', 'Opening': 'Philidor Defense', 'Termination': 'Normal'}}","['e2e4', 'e7e5', 'g1f3', 'd7d6', 'b1c3', 'h7h6', 'f1c4', 'c7c6', 'd2d3', 'a7a6', 'c1e3', 'g8f6', 'e1g1', 'f8e7', 'h2h3', 'b8d7', 'a2a4', 'e8g8', 'f1e1', 'b7b6', 'd1d2', 'c8b7', 'a1d1', 'd6d5', 'e4d5', 'c6d5', 'c3d5', 'b7d5', 'c4d5', 'f6d5']",https://lichess.org/ItwoYUJQ,1840.0,1880.0,C41,Philidor Defense,Rated Rapid game,White,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/Q2gHKLk7', 'Date': '2021.04.28', 'Round': '?', 'White': 'Apendra', 'Black': 'Dominic7799', 'Result': '0-1'}, '_others': {'UTCDate': '2021.04.28', 'UTCTime': '11:43:56', 'WhiteElo': '1488', 'BlackElo': '1383', 'WhiteRatingDiff': '-12', 'BlackRatingDiff': '+7', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'B30', 'Opening': 'Sicilian Defense: Old Sicilian', 'Termination': 'Time forfeit'}}","['e2e4', 'c7c5', 'g1f3', 'b8c6', 'b1c3', 'e7e6', 'f1c4', 'g7g6', 'd2d3', 'd8b6', 'a2a3', 'd7d5', 'e4d5', 'e6d5', 'c4d5', 'c6d4', 'f3d4', 'c5d4', 'c3e2', 'g8f6', 'd5c4', 'c8e6', 'e1g1', 'e6c4', 'd3c4', 'f6e4', 'e2d4', 'f8c5', 'c1e3', 'e8c8']",https://lichess.org/Q2gHKLk7,1488.0,1383.0,B30,Sicilian Defense: Old Sicilian,Rated Bullet game,White,0.0
"{'_tag_roster': {'Event': 'Rated Blitz game', 'Site': 'https://lichess.org/z8T086HV', 'Date': '2021.04.28', 'Round': '?', 'White': 'ovstepanovich', 'Black': 'Apendra', 'Result': '1/2-1/2'}, '_others': {'UTCDate': '2021.04.28', 'UTCTime': '11:13:06', 'WhiteElo': '1602', 'BlackElo': '1492', 'WhiteRatingDiff': '-1', 'BlackRatingDiff': '+4', 'Variant': 'Standard', 'TimeControl': '180+2', 'ECO': 'C00', 'Opening': 'French Defense: Knight Variation', 'Termination': 'Normal'}}","['e2e4', 'e7e6', 'g1f3', 'd7d5', 'e4d5', 'e6d5', 'd2d4', 'g8f6', 'b1c3', 'b8c6', 'c1g5', 'f8e7', 'f1b5', 'c8d7', 'b5c6', 'd7c6', 'd1e2', 'e8g8', 'f3e5', 'f8e8', 'e1g1', 'a7a6', 'e2f3', 'c6b5', 'f1e1', 'h7h6', 'g5h4', 'g7g5', 'h4g3', 'e7b4']",https://lichess.org/z8T086HV,1602.0,1492.0,C00,French Defense: Knight Variation,Rated Blitz game,Black,0.5
"{'_tag_roster': {'Event': 'Rated Blitz game', 'Site': 'https://lichess.org/veT4pBmb', 'Date': '2021.04.28', 'Round': '?', 'White': 'Medivek', 'Black': 'Apendra', 'Result': '0-1'}, '_others': {'UTCDate': '2021.04.28', 'UTCTime': '11:07:22', 'WhiteElo': '1446', 'BlackElo': '1479', 'WhiteRatingDiff': '-5', 'BlackRatingDiff': '+13', 'Variant': 'Standard', 'TimeControl': '180+2', 'ECO': 'C00', 'Opening': 'French Defense: Knight Variation', 'Termination': 'Normal'}}","['e2e4', 'e7e6', 'g1f3', 'd7d5', 'e4d5', 'e6d5', 'd2d4', 'g8f6', 'c1g5', 'h7h6', 'g5h4', 'f8b4', 'c2c3', 'b4d6', 'f3e5', 'e8g8', 'f1d3', 'f8e8', 'h4g3', 'b8c6', 'e1g1', 'c6e5', 'd4e5', 'd6e5', 'g3e5', 'e8e5', 'f1e1', 'e5e1', 'd1e1', 'c7c6']",https://lichess.org/veT4pBmb,1446.0,1479.0,C00,French Defense: Knight Variation,Rated Blitz game,Black,1.0
"{'_tag_roster': {'Event': 'Rated Rapid game', 'Site': 'https://lichess.org/TY5P5Car', 'Date': '2021.04.28', 'Round': '?', 'White': 'Apendra', 'Black': 'Malex_Inin', 'Result': '0-1'}, '_others': {'UTCDate': '2021.04.28', 'UTCTime': '09:51:08', 'WhiteElo': '1854', 'BlackElo': '1868', 'WhiteRatingDiff': '-14', 'BlackRatingDiff': '+6', 'Variant': 'Standard', 'TimeControl': '600+0', 'ECO': 'B10', 'Opening': 'Caro-Kann Defense', 'Termination': 'Time forfeit'}}","['e2e4', 'c7c6', 'b1c3', 'd7d5', 'e4d5', 'c6d5', 'g1f3', 'c8g4', 'f1b5', 'b8c6', 'h2h3', 'g4f3', 'd1f3', 'e7e6', 'e1g1', 'g8f6', 'd2d4', 'f8d6', 'f1e1', 'e8g8', 'c1g5', 'h7h6', 'g5f6', 'd8f6', 'f3f6', 'g7f6', 'a1d1', 'c6b4', 'd1d2', 'a7a6']",https://lichess.org/TY5P5Car,1854.0,1868.0,B10,Caro-Kann Defense,Rated Rapid game,White,0.0
"{'_tag_roster': {'Event': 'Rated Rapid game', 'Site': 'https://lichess.org/zj4bGbSG', 'Date': '2021.04.28', 'Round': '?', 'White': 'vesnn147', 'Black': 'Apendra', 'Result': '0-1'}, '_others': {'UTCDate': '2021.04.28', 'UTCTime': '08:54:23', 'WhiteElo': '1847', 'BlackElo': '1838', 'WhiteRatingDiff': '-6', 'BlackRatingDiff': '+16', 'Variant': 'Standard', 'TimeControl': '600+0', 'ECO': 'D15', 'Opening': 'Slav Defense: Three Knights Variation', 'Termination': 'Normal'}}","['d2d4', 'd7d5', 'c2c4', 'c7c6', 'g1f3', 'g8f6', 'b1c3', 'c8f5', 'c1f4', 'e7e6', 'c4d5', 'c6d5', 'f3e5', 'b8c6', 'e5c6', 'b7c6', 'd1a4', 'd8d7', 'e2e3', 'f8d6', 'f4d6', 'd7d6', 'f1e2', 'e8g8', 'e1g1', 'f6g4', 'e2g4', 'f5g4', 'h2h3', 'g4f5']",https://lichess.org/zj4bGbSG,1847.0,1838.0,D15,Slav Defense: Three Knights Variation,Rated Rapid game,Black,1.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/PuYa9RQk', 'Date': '2021.04.27', 'Round': '?', 'White': 'vondeeja', 'Black': 'Apendra', 'Result': '1-0'}, '_others': {'UTCDate': '2021.04.27', 'UTCTime': '15:20:35', 'WhiteElo': '1618', 'BlackElo': '1495', 'WhiteRatingDiff': '+4', 'BlackRatingDiff': '-7', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C20', 'Opening': ""King's Pawn Game: MacLeod Attack"", 'Termination': 'Time forfeit'}}","['e2e4', 'e7e5', 'c2c3', 'b8c6', 'd2d4', 'e5d4', 'c3d4', 'd7d6', 'd4d5', 'c6e5', 'b1c3', 'g8f6', 'f2f4', 'e5d7', 'g1f3', 'f8e7', 'f1d3', 'e8g8', 'e1g1', 'b7b6', 'f3d4', 'c8b7', 'd4c6', 'b7c6', 'd5c6', 'd7c5', 'e4e5', 'c5d3', 'd1d3', 'f6e8']",https://lichess.org/PuYa9RQk,1618.0,1495.0,C20,King's Pawn Game: MacLeod Attack,Rated Bullet game,Black,0.0
"{'_tag_roster': {'Event': 'Rated Rapid game', 'Site': 'https://lichess.org/EbrU9dFM', 'Date': '2021.04.27', 'Round': '?', 'White': 'Apendra', 'Black': 'Serxo1976', 'Result': '1/2-1/2'}, '_others': {'UTCDate': '2021.04.27', 'UTCTime': '15:04:05', 'WhiteElo': '1840', 'BlackElo': '1783', 'WhiteRatingDiff': '-2', 'BlackRatingDiff': '+1', 'Variant': 'Standard', 'TimeControl': '600+0', 'ECO': 'C50', 'Opening': 'Italian Game: Giuoco Pianissimo, Italian Four Knights Variation', 'Termination': 'Normal'}}","['e2e4', 'e7e5', 'g1f3', 'g8f6', 'b1c3', 'b8c6', 'f1c4', 'f8c5', 'd2d3', 'e8g8', 'c1g5', 'c5e7', 'e1g1', 'd7d6', 'h2h3', 'c8e6', 'c4b3', 'e6b3', 'a2b3', 'c6d4', 'f3d4', 'e5d4', 'c3b5', 'f6d7', 'g5e7', 'd8e7', 'b5c7', 'a8c8', 'c7d5', 'e7e6']",https://lichess.org/EbrU9dFM,1840.0,1783.0,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",Rated Rapid game,White,0.5
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/mOhfxt7S', 'Date': '2021.04.27', 'Round': '?', 'White': 'Apendra', 'Black': 'ekjot07', 'Result': '0-1'}, '_others': {'UTCDate': '2021.04.27', 'UTCTime': '12:02:20', 'WhiteElo': '1505', 'BlackElo': '1514', 'WhiteRatingDiff': '-10', 'BlackRatingDiff': '+5', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'C41', 'Opening': 'Philidor Defense', 'Termination': 'Time forfeit'}}","['e2e4', 'e7e5', 'g1f3', 'd7d6', 'b1c3', 'f7f5', 'e4f5', 'c8f5', 'f1d3', 'g8f6', 'd3f5', 'f8e7', 'e1g1', 'e8g8', 'f5e6', 'g8h8', 'd2d3', 'b8c6', 'c3d5', 'f6d5', 'e6d5', 'c6d4', 'f3d4', 'e5d4', 'f1e1', 'c7c6', 'd5b3', 'd6d5', 'd1g4', 'f8f6']",https://lichess.org/mOhfxt7S,1505.0,1514.0,C41,Philidor Defense,Rated Bullet game,White,0.0
"{'_tag_roster': {'Event': 'Rated Bullet game', 'Site': 'https://lichess.org/9KZS7wIl', 'Date': '2021.04.27', 'Round': '?', 'White': 'Apendra', 'Black': 'riscie', 'Result': '0-1'}, '_others': {'UTCDate': '2021.04.27', 'UTCTime': '12:00:26', 'WhiteElo': '1515', 'BlackElo': '1515', 'WhiteRatingDiff': '-10', 'BlackRatingDiff': '+5', 'Variant': 'Standard', 'TimeControl': '60+0', 'ECO': 'B08', 'Opening': 'Pirc Defense: Classical Variation', 'Termination': 'Time forfeit'}}","['e2e4', 'd7d6', 'g1f3', 'g8f6', 'b1c3', 'g7g6', 'd2d4', 'f8g7', 'c1g5', 'e8g8', 'f1c4', 'c7c5', 'e1g1', 'c5d4', 'd1d4', 'b8c6', 'd4d1', 'd8d7', 'h2h3', 'a7a6', 'd1d2', 'b7b5', 'c4e2', 'd7e6', 'e2d3', 'c6e5', 'f3e5', 'e6e5', 'g5h6', 'g7h6']",https://lichess.org/9KZS7wIl,1515.0,1515.0,B08,Pirc Defense: Classical Variation,Rated Bullet game,White,0.0
